--- ddscat calc for FROM_FILE ---
83645
1.000   0.000   0.000
1.000   1.000   0.000
1.      1.      1.   
0.0   0.0   0.0
J     JX      JY      JZ    ICOMPX    ICOMPY   ICOMPZ
59740    17    -9    6    1      1      1
59741    18    -9    6    1      1      1
59742    -18    -8    6    1      1      1
59743    -17    -8    6    1      1      1
59744    -16    -8    6    1      1      1
59745    -15    -8    6    1      1      1
59746    -14    -8    6    1      1      1
59747    -13    -8    6    1      1      1
59748    -12    -8    6    1      1      1
59749    -11    -8    6    1      1      1
59750    -10    -8    6    1      1      1
59751    -9    -8    6    1      1      1
59752    -8    -8    6    1      1      1
59753    -7    -8    6    1      1      1
59754    -6    -8    6    1      1      1
59755    -5    -8    6    1      1      1
59756    -4    -8    6    1      1      1
59757    -3    -8    6    1      1      1
59758    -2    -8    6    1      1      1
59759    -1    -8    6    1      1      1
59760    0    -8    6    1      1      1
59761    1    -8    6    1      1      1
59762    2    -8    6    1      1      1
59763    3    -8    6    1      1      1
59764    4    -8    6    1      1      1
59765    5    -8    6    1      1      1
59766    6    -8    6    1      1      1
59767    7    -8    6    1      1      1
59768    8    -8    6    1      1      1
59769    9    -8    6    1      1      1
59770    10    -8    6    1      1      1
59771    11    -8    6    1      1      1
59772    12    -8    6    1      1      1
59773    13    -8    6    1      1      1
59774    14    -8    6    1      1      1
59775    15    -8    6    1      1      1
59776    16    -8    6    1      1      1
59777    17    -8    6    1      1      1
59778    18    -8    6    1      1      1
59779    -18    -7    6    1      1      1
59780    -17    -7    6    1      1      1
59781    -16    -7    6    1      1      1
59782    -15    -7    6    1      1      1
59783    -14    -7    6    1      1      1
59784    -13    -7    6    1      1      1
59785    -12    -7    6    1      1      1
59786    -11    -7    6    1      1      1
59787    -10    -7    6    1      1      1
59788    -9    -7    6    1      1      1
59789    -8    -7    6    1      1      1
59790    -7    -7    6    1      1      1
59791    -6    -7    6    1      1      1
59792    -5    -7    6    1      1      1
59793    -4    -7    6    1      1      1
59794    -3    -7    6    1      1      1
59795    -2    -7    6    1      1      1
59796    -1    -7    6    1      1      1
59797    0    -7    6    1      1      1
59798    1    -7    6    1      1      1
59799    2    -7    6    1      1      1
59800    3    -7    6    1      1      1
59801    4    -7    6    1      1      1
59802    5    -7    6    1      1      1
59803    6    -7    6    1      1      1
59804    7    -7    6    1      1      1
59805    8    -7    6    1      1      1
59806    9    -7    6    1      1      1
59807    10    -7    6    1      1      1
59808    11    -7    6    1      1      1
59809    12    -7    6    1      1      1
59810    13    -7    6    1      1      1
59811    14    -7    6    1      1      1
59812    15    -7    6    1      1      1
59813    16    -7    6    1      1      1
59814    17    -7    6    1      1      1
59815    18    -7    6    1      1      1
59816    -18    -6    6    1      1      1
59817    -17    -6    6    1      1      1
59818    -16    -6    6    1      1      1
59819    -15    -6    6    1      1      1
59820    -14    -6    6    1      1      1
59821    -13    -6    6    1      1      1
59822    -12    -6    6    1      1      1
59823    -11    -6    6    1      1      1
59824    -10    -6    6    1      1      1
59825    -9    -6    6    1      1      1
59826    -8    -6    6    1      1      1
59827    -7    -6    6    1      1      1
59828    -6    -6    6    1      1      1
59829    -5    -6    6    1      1      1
59830    -4    -6    6    1      1      1
59831    -3    -6    6    1      1      1
59832    -2    -6    6    1      1      1
59833    -1    -6    6    1      1      1
59834    0    -6    6    1      1      1
59835    1    -6    6    1      1      1
59836    2    -6    6    1      1      1
59837    3    -6    6    1      1      1
59838    4    -6    6    1      1      1
59839    5    -6    6    1      1      1
59840    6    -6    6    1      1      1
59841    7    -6    6    1      1      1
59842    8    -6    6    1      1      1
59843    9    -6    6    1      1      1
59844    10    -6    6    1      1      1
59845    11    -6    6    1      1      1
59846    12    -6    6    1      1      1
59847    13    -6    6    1      1      1
59848    14    -6    6    1      1      1
59849    15    -6    6    1      1      1
59850    16    -6    6    1      1      1
59851    17    -6    6    1      1      1
59852    18    -6    6    1      1      1
59853    -18    -5    6    1      1      1
59854    -17    -5    6    1      1      1
59855    -16    -5    6    1      1      1
59856    -15    -5    6    1      1      1
59857    -14    -5    6    1      1      1
59858    -13    -5    6    1      1      1
59859    -12    -5    6    1      1      1
59860    -11    -5    6    1      1      1
59861    -10    -5    6    1      1      1
59862    -9    -5    6    1      1      1
59863    -8    -5    6    1      1      1
59864    -7    -5    6    1      1      1
59865    -6    -5    6    1      1      1
59866    -5    -5    6    1      1      1
59867    -4    -5    6    1      1      1
59868    -3    -5    6    1      1      1
59869    -2    -5    6    1      1      1
59870    -1    -5    6    1      1      1
59871    0    -5    6    1      1      1
59872    1    -5    6    1      1      1
59873    2    -5    6    1      1      1
59874    3    -5    6    1      1      1
59875    4    -5    6    1      1      1
59876    5    -5    6    1      1      1
59877    6    -5    6    1      1      1
59878    7    -5    6    1      1      1
59879    8    -5    6    1      1      1
59880    9    -5    6    1      1      1
59881    10    -5    6    1      1      1
59882    11    -5    6    1      1      1
59883    12    -5    6    1      1      1
59884    13    -5    6    1      1      1
59885    14    -5    6    1      1      1
59886    15    -5    6    1      1      1
59887    16    -5    6    1      1      1
59888    17    -5    6    1      1      1
59889    18    -5    6    1      1      1
59890    -19    -4    6    1      1      1
59891    -18    -4    6    1      1      1
59892    -17    -4    6    1      1      1
59893    -16    -4    6    1      1      1
59894    -15    -4    6    1      1      1
59895    -14    -4    6    1      1      1
59896    -13    -4    6    1      1      1
59897    -12    -4    6    1      1      1
59898    -11    -4    6    1      1      1
59899    -10    -4    6    1      1      1
59900    -9    -4    6    1      1      1
59901    -8    -4    6    1      1      1
59902    -7    -4    6    1      1      1
59903    -6    -4    6    1      1      1
59904    -5    -4    6    1      1      1
59905    -4    -4    6    1      1      1
59906    -3    -4    6    1      1      1
59907    -2    -4    6    1      1      1
59908    -1    -4    6    1      1      1
59909    0    -4    6    1      1      1
59910    1    -4    6    1      1      1
59911    2    -4    6    1      1      1
59912    3    -4    6    1      1      1
59913    4    -4    6    1      1      1
59914    5    -4    6    1      1      1
59915    6    -4    6    1      1      1
59916    7    -4    6    1      1      1
59917    8    -4    6    1      1      1
59918    9    -4    6    1      1      1
59919    10    -4    6    1      1      1
59920    11    -4    6    1      1      1
59921    12    -4    6    1      1      1
59922    13    -4    6    1      1      1
59923    14    -4    6    1      1      1
59924    15    -4    6    1      1      1
59925    16    -4    6    1      1      1
59926    17    -4    6    1      1      1
59927    18    -4    6    1      1      1
59928    19    -4    6    1      1      1
59929    -19    -3    6    1      1      1
59930    -18    -3    6    1      1      1
59931    -17    -3    6    1      1      1
59932    -16    -3    6    1      1      1
59933    -15    -3    6    1      1      1
59934    -14    -3    6    1      1      1
59935    -13    -3    6    1      1      1
59936    -12    -3    6    1      1      1
59937    -11    -3    6    1      1      1
59938    -10    -3    6    1      1      1
59939    -9    -3    6    1      1      1
59940    -8    -3    6    1      1      1
59941    -7    -3    6    1      1      1
59942    -6    -3    6    1      1      1
59943    -5    -3    6    1      1      1
59944    -4    -3    6    1      1      1
59945    -3    -3    6    1      1      1
59946    -2    -3    6    1      1      1
59947    -1    -3    6    1      1      1
59948    0    -3    6    1      1      1
59949    1    -3    6    1      1      1
59950    2    -3    6    1      1      1
