--- ddscat calc for FROM_FILE ---
83645
1.000   0.000   0.000
1.000   1.000   0.000
1.      1.      1.   
0.0   0.0   0.0
J     JX      JY      JZ    ICOMPX    ICOMPY   ICOMPZ
37406    -6    -36    -1    1      1      1
37407    -5    -36    -1    1      1      1
37408    -4    -36    -1    1      1      1
37409    -3    -36    -1    1      1      1
37410    -2    -36    -1    1      1      1
37411    -1    -36    -1    1      1      1
37412    0    -36    -1    1      1      1
37413    1    -36    -1    1      1      1
37414    2    -36    -1    1      1      1
37415    3    -36    -1    1      1      1
37416    4    -36    -1    1      1      1
37417    5    -36    -1    1      1      1
37418    6    -36    -1    1      1      1
37419    7    -36    -1    1      1      1
37420    8    -36    -1    1      1      1
37421    9    -36    -1    1      1      1
37422    10    -36    -1    1      1      1
37423    11    -36    -1    1      1      1
37424    12    -36    -1    1      1      1
37425    13    -36    -1    1      1      1
37426    -14    -35    -1    1      1      1
37427    -13    -35    -1    1      1      1
37428    -12    -35    -1    1      1      1
37429    -11    -35    -1    1      1      1
37430    -10    -35    -1    1      1      1
37431    -9    -35    -1    1      1      1
37432    -8    -35    -1    1      1      1
37433    -7    -35    -1    1      1      1
37434    -6    -35    -1    1      1      1
37435    -5    -35    -1    1      1      1
37436    -4    -35    -1    1      1      1
37437    -3    -35    -1    1      1      1
37438    -2    -35    -1    1      1      1
37439    -1    -35    -1    1      1      1
37440    0    -35    -1    1      1      1
37441    1    -35    -1    1      1      1
37442    2    -35    -1    1      1      1
37443    3    -35    -1    1      1      1
37444    4    -35    -1    1      1      1
37445    5    -35    -1    1      1      1
37446    6    -35    -1    1      1      1
37447    7    -35    -1    1      1      1
37448    8    -35    -1    1      1      1
37449    9    -35    -1    1      1      1
37450    10    -35    -1    1      1      1
37451    11    -35    -1    1      1      1
37452    12    -35    -1    1      1      1
37453    13    -35    -1    1      1      1
37454    14    -35    -1    1      1      1
37455    -14    -34    -1    1      1      1
37456    -13    -34    -1    1      1      1
37457    -12    -34    -1    1      1      1
37458    -11    -34    -1    1      1      1
37459    -10    -34    -1    1      1      1
37460    -9    -34    -1    1      1      1
37461    -8    -34    -1    1      1      1
37462    -7    -34    -1    1      1      1
37463    -6    -34    -1    1      1      1
37464    -5    -34    -1    1      1      1
37465    -4    -34    -1    1      1      1
37466    -3    -34    -1    1      1      1
37467    -2    -34    -1    1      1      1
37468    -1    -34    -1    1      1      1
37469    0    -34    -1    1      1      1
37470    1    -34    -1    1      1      1
37471    2    -34    -1    1      1      1
37472    3    -34    -1    1      1      1
37473    4    -34    -1    1      1      1
37474    5    -34    -1    1      1      1
37475    6    -34    -1    1      1      1
37476    7    -34    -1    1      1      1
37477    8    -34    -1    1      1      1
37478    9    -34    -1    1      1      1
37479    10    -34    -1    1      1      1
37480    11    -34    -1    1      1      1
37481    12    -34    -1    1      1      1
37482    13    -34    -1    1      1      1
37483    14    -34    -1    1      1      1
37484    -14    -33    -1    1      1      1
37485    -13    -33    -1    1      1      1
37486    -12    -33    -1    1      1      1
37487    -11    -33    -1    1      1      1
37488    -10    -33    -1    1      1      1
37489    -9    -33    -1    1      1      1
37490    -8    -33    -1    1      1      1
37491    -7    -33    -1    1      1      1
37492    -6    -33    -1    1      1      1
37493    -5    -33    -1    1      1      1
37494    -4    -33    -1    1      1      1
37495    -3    -33    -1    1      1      1
37496    -2    -33    -1    1      1      1
37497    -1    -33    -1    1      1      1
37498    0    -33    -1    1      1      1
37499    1    -33    -1    1      1      1
37500    2    -33    -1    1      1      1
37501    3    -33    -1    1      1      1
37502    4    -33    -1    1      1      1
37503    5    -33    -1    1      1      1
37504    6    -33    -1    1      1      1
37505    7    -33    -1    1      1      1
37506    8    -33    -1    1      1      1
37507    9    -33    -1    1      1      1
37508    10    -33    -1    1      1      1
37509    11    -33    -1    1      1      1
37510    12    -33    -1    1      1      1
37511    13    -33    -1    1      1      1
37512    14    -33    -1    1      1      1
37513    -15    -32    -1    1      1      1
37514    -14    -32    -1    1      1      1
37515    -13    -32    -1    1      1      1
37516    -12    -32    -1    1      1      1
37517    -11    -32    -1    1      1      1
37518    -10    -32    -1    1      1      1
37519    -9    -32    -1    1      1      1
37520    -8    -32    -1    1      1      1
37521    -7    -32    -1    1      1      1
37522    -6    -32    -1    1      1      1
37523    -5    -32    -1    1      1      1
37524    -4    -32    -1    1      1      1
37525    -3    -32    -1    1      1      1
37526    -2    -32    -1    1      1      1
37527    -1    -32    -1    1      1      1
37528    0    -32    -1    1      1      1
37529    1    -32    -1    1      1      1
37530    2    -32    -1    1      1      1
37531    3    -32    -1    1      1      1
37532    4    -32    -1    1      1      1
37533    5    -32    -1    1      1      1
37534    6    -32    -1    1      1      1
37535    7    -32    -1    1      1      1
37536    8    -32    -1    1      1      1
37537    9    -32    -1    1      1      1
37538    10    -32    -1    1      1      1
37539    11    -32    -1    1      1      1
37540    12    -32    -1    1      1      1
37541    13    -32    -1    1      1      1
37542    14    -32    -1    1      1      1
37543    15    -32    -1    1      1      1
37544    -15    -31    -1    1      1      1
37545    -14    -31    -1    1      1      1
37546    -13    -31    -1    1      1      1
37547    -12    -31    -1    1      1      1
37548    -11    -31    -1    1      1      1
37549    -10    -31    -1    1      1      1
37550    -9    -31    -1    1      1      1
37551    -8    -31    -1    1      1      1
37552    -7    -31    -1    1      1      1
37553    -6    -31    -1    1      1      1
37554    -5    -31    -1    1      1      1
37555    -4    -31    -1    1      1      1
37556    -3    -31    -1    1      1      1
37557    -2    -31    -1    1      1      1
37558    -1    -31    -1    1      1      1
37559    0    -31    -1    1      1      1
37560    1    -31    -1    1      1      1
37561    2    -31    -1    1      1      1
37562    3    -31    -1    1      1      1
37563    4    -31    -1    1      1      1
37564    5    -31    -1    1      1      1
37565    6    -31    -1    1      1      1
37566    7    -31    -1    1      1      1
37567    8    -31    -1    1      1      1
37568    9    -31    -1    1      1      1
37569    10    -31    -1    1      1      1
37570    11    -31    -1    1      1      1
37571    12    -31    -1    1      1      1
37572    13    -31    -1    1      1      1
37573    14    -31    -1    1      1      1
37574    15    -31    -1    1      1      1
37575    -15    -30    -1    1      1      1
37576    -14    -30    -1    1      1      1
37577    -13    -30    -1    1      1      1
37578    -12    -30    -1    1      1      1
37579    -11    -30    -1    1      1      1
37580    -10    -30    -1    1      1      1
37581    -9    -30    -1    1      1      1
37582    -8    -30    -1    1      1      1
37583    -7    -30    -1    1      1      1
37584    -6    -30    -1    1      1      1
37585    -5    -30    -1    1      1      1
37586    -4    -30    -1    1      1      1
37587    -3    -30    -1    1      1      1
37588    -2    -30    -1    1      1      1
37589    -1    -30    -1    1      1      1
37590    0    -30    -1    1      1      1
37591    1    -30    -1    1      1      1
37592    2    -30    -1    1      1      1
37593    3    -30    -1    1      1      1
37594    4    -30    -1    1      1      1
37595    5    -30    -1    1      1      1
37596    6    -30    -1    1      1      1
37597    7    -30    -1    1      1      1
37598    8    -30    -1    1      1      1
37599    9    -30    -1    1      1      1
37600    10    -30    -1    1      1      1
37601    11    -30    -1    1      1      1
37602    12    -30    -1    1      1      1
37603    13    -30    -1    1      1      1
37604    14    -30    -1    1      1      1
37605    15    -30    -1    1      1      1
37606    -16    -29    -1    1      1      1
37607    -15    -29    -1    1      1      1
37608    -14    -29    -1    1      1      1
37609    -13    -29    -1    1      1      1
37610    -12    -29    -1    1      1      1
37611    -11    -29    -1    1      1      1
37612    -10    -29    -1    1      1      1
37613    -9    -29    -1    1      1      1
37614    -8    -29    -1    1      1      1
37615    -7    -29    -1    1      1      1
37616    -6    -29    -1    1      1      1
37617    -5    -29    -1    1      1      1
37618    -4    -29    -1    1      1      1
37619    -3    -29    -1    1      1      1
37620    -2    -29    -1    1      1      1
37621    -1    -29    -1    1      1      1
37622    0    -29    -1    1      1      1
37623    1    -29    -1    1      1      1
37624    2    -29    -1    1      1      1
37625    3    -29    -1    1      1      1
37626    4    -29    -1    1      1      1
37627    5    -29    -1    1      1      1
37628    6    -29    -1    1      1      1
37629    7    -29    -1    1      1      1
37630    8    -29    -1    1      1      1
37631    9    -29    -1    1      1      1
37632    10    -29    -1    1      1      1
37633    11    -29    -1    1      1      1
37634    12    -29    -1    1      1      1
37635    13    -29    -1    1      1      1
37636    14    -29    -1    1      1      1
37637    15    -29    -1    1      1      1
37638    16    -29    -1    1      1      1
37639    -16    -28    -1    1      1      1
37640    -15    -28    -1    1      1      1
37641    -14    -28    -1    1      1      1
37642    -13    -28    -1    1      1      1
37643    -12    -28    -1    1      1      1
37644    -11    -28    -1    1      1      1
37645    -10    -28    -1    1      1      1
37646    -9    -28    -1    1      1      1
37647    -8    -28    -1    1      1      1
37648    -7    -28    -1    1      1      1
37649    -6    -28    -1    1      1      1
37650    -5    -28    -1    1      1      1
37651    -4    -28    -1    1      1      1
37652    -3    -28    -1    1      1      1
37653    -2    -28    -1    1      1      1
37654    -1    -28    -1    1      1      1
37655    0    -28    -1    1      1      1
37656    1    -28    -1    1      1      1
37657    2    -28    -1    1      1      1
37658    3    -28    -1    1      1      1
37659    4    -28    -1    1      1      1
37660    5    -28    -1    1      1      1
37661    6    -28    -1    1      1      1
37662    7    -28    -1    1      1      1
37663    8    -28    -1    1      1      1
37664    9    -28    -1    1      1      1
37665    10    -28    -1    1      1      1
37666    11    -28    -1    1      1      1
37667    12    -28    -1    1      1      1
37668    13    -28    -1    1      1      1
37669    14    -28    -1    1      1      1
37670    15    -28    -1    1      1      1
37671    16    -28    -1    1      1      1
37672    -16    -27    -1    1      1      1
37673    -15    -27    -1    1      1      1
37674    -14    -27    -1    1      1      1
37675    -13    -27    -1    1      1      1
37676    -12    -27    -1    1      1      1
37677    -11    -27    -1    1      1      1
37678    -10    -27    -1    1      1      1
37679    -9    -27    -1    1      1      1
37680    -8    -27    -1    1      1      1
37681    -7    -27    -1    1      1      1
37682    -6    -27    -1    1      1      1
37683    -5    -27    -1    1      1      1
37684    -4    -27    -1    1      1      1
37685    -3    -27    -1    1      1      1
37686    -2    -27    -1    1      1      1
37687    -1    -27    -1    1      1      1
37688    0    -27    -1    1      1      1
37689    1    -27    -1    1      1      1
37690    2    -27    -1    1      1      1
37691    3    -27    -1    1      1      1
37692    4    -27    -1    1      1      1
37693    5    -27    -1    1      1      1
37694    6    -27    -1    1      1      1
37695    7    -27    -1    1      1      1
37696    8    -27    -1    1      1      1
37697    9    -27    -1    1      1      1
37698    10    -27    -1    1      1      1
37699    11    -27    -1    1      1      1
37700    12    -27    -1    1      1      1
37701    13    -27    -1    1      1      1
37702    14    -27    -1    1      1      1
37703    15    -27    -1    1      1      1
37704    16    -27    -1    1      1      1
37705    -17    -26    -1    1      1      1
37706    -16    -26    -1    1      1      1
37707    -15    -26    -1    1      1      1
37708    -14    -26    -1    1      1      1
37709    -13    -26    -1    1      1      1
37710    -12    -26    -1    1      1      1
37711    -11    -26    -1    1      1      1
37712    -10    -26    -1    1      1      1
37713    -9    -26    -1    1      1      1
37714    -8    -26    -1    1      1      1
37715    -7    -26    -1    1      1      1
37716    -6    -26    -1    1      1      1
37717    -5    -26    -1    1      1      1
37718    -4    -26    -1    1      1      1
37719    -3    -26    -1    1      1      1
37720    -2    -26    -1    1      1      1
37721    -1    -26    -1    1      1      1
37722    0    -26    -1    1      1      1
37723    1    -26    -1    1      1      1
37724    2    -26    -1    1      1      1
37725    3    -26    -1    1      1      1
37726    4    -26    -1    1      1      1
37727    5    -26    -1    1      1      1
37728    6    -26    -1    1      1      1
37729    7    -26    -1    1      1      1
37730    8    -26    -1    1      1      1
37731    9    -26    -1    1      1      1
37732    10    -26    -1    1      1      1
37733    11    -26    -1    1      1      1
37734    12    -26    -1    1      1      1
37735    13    -26    -1    1      1      1
37736    14    -26    -1    1      1      1
37737    15    -26    -1    1      1      1
37738    16    -26    -1    1      1      1
37739    17    -26    -1    1      1      1
37740    -17    -25    -1    1      1      1
37741    -16    -25    -1    1      1      1
37742    -15    -25    -1    1      1      1
37743    -14    -25    -1    1      1      1
37744    -13    -25    -1    1      1      1
37745    -12    -25    -1    1      1      1
37746    -11    -25    -1    1      1      1
37747    -10    -25    -1    1      1      1
37748    -9    -25    -1    1      1      1
37749    -8    -25    -1    1      1      1
37750    -7    -25    -1    1      1      1
37751    -6    -25    -1    1      1      1
37752    -5    -25    -1    1      1      1
37753    -4    -25    -1    1      1      1
37754    -3    -25    -1    1      1      1
37755    -2    -25    -1    1      1      1
37756    -1    -25    -1    1      1      1
37757    0    -25    -1    1      1      1
37758    1    -25    -1    1      1      1
37759    2    -25    -1    1      1      1
37760    3    -25    -1    1      1      1
37761    4    -25    -1    1      1      1
37762    5    -25    -1    1      1      1
37763    6    -25    -1    1      1      1
37764    7    -25    -1    1      1      1
37765    8    -25    -1    1      1      1
37766    9    -25    -1    1      1      1
37767    10    -25    -1    1      1      1
37768    11    -25    -1    1      1      1
37769    12    -25    -1    1      1      1
37770    13    -25    -1    1      1      1
37771    14    -25    -1    1      1      1
37772    15    -25    -1    1      1      1
37773    16    -25    -1    1      1      1
37774    17    -25    -1    1      1      1
37775    -17    -24    -1    1      1      1
37776    -16    -24    -1    1      1      1
37777    -15    -24    -1    1      1      1
37778    -14    -24    -1    1      1      1
37779    -13    -24    -1    1      1      1
37780    -12    -24    -1    1      1      1
37781    -11    -24    -1    1      1      1
37782    -10    -24    -1    1      1      1
37783    -9    -24    -1    1      1      1
37784    -8    -24    -1    1      1      1
37785    -7    -24    -1    1      1      1
37786    -6    -24    -1    1      1      1
37787    -5    -24    -1    1      1      1
37788    -4    -24    -1    1      1      1
37789    -3    -24    -1    1      1      1
37790    -2    -24    -1    1      1      1
37791    -1    -24    -1    1      1      1
37792    0    -24    -1    1      1      1
37793    1    -24    -1    1      1      1
37794    2    -24    -1    1      1      1
37795    3    -24    -1    1      1      1
37796    4    -24    -1    1      1      1
37797    5    -24    -1    1      1      1
37798    6    -24    -1    1      1      1
37799    7    -24    -1    1      1      1
37800    8    -24    -1    1      1      1
37801    9    -24    -1    1      1      1
37802    10    -24    -1    1      1      1
37803    11    -24    -1    1      1      1
37804    12    -24    -1    1      1      1
37805    13    -24    -1    1      1      1
37806    14    -24    -1    1      1      1
37807    15    -24    -1    1      1      1
37808    16    -24    -1    1      1      1
37809    17    -24    -1    1      1      1
37810    -17    -23    -1    1      1      1
37811    -16    -23    -1    1      1      1
37812    -15    -23    -1    1      1      1
37813    -14    -23    -1    1      1      1
37814    -13    -23    -1    1      1      1
37815    -12    -23    -1    1      1      1
37816    -11    -23    -1    1      1      1
37817    -10    -23    -1    1      1      1
37818    -9    -23    -1    1      1      1
37819    -8    -23    -1    1      1      1
37820    -7    -23    -1    1      1      1
37821    -6    -23    -1    1      1      1
37822    -5    -23    -1    1      1      1
37823    -4    -23    -1    1      1      1
37824    -3    -23    -1    1      1      1
37825    -2    -23    -1    1      1      1
37826    -1    -23    -1    1      1      1
37827    0    -23    -1    1      1      1
37828    1    -23    -1    1      1      1
37829    2    -23    -1    1      1      1
37830    3    -23    -1    1      1      1
37831    4    -23    -1    1      1      1
37832    5    -23    -1    1      1      1
37833    6    -23    -1    1      1      1
37834    7    -23    -1    1      1      1
37835    8    -23    -1    1      1      1
37836    9    -23    -1    1      1      1
37837    10    -23    -1    1      1      1
37838    11    -23    -1    1      1      1
37839    12    -23    -1    1      1      1
37840    13    -23    -1    1      1      1
37841    14    -23    -1    1      1      1
37842    15    -23    -1    1      1      1
37843    16    -23    -1    1      1      1
37844    17    -23    -1    1      1      1
37845    -17    -22    -1    1      1      1
37846    -16    -22    -1    1      1      1
37847    -15    -22    -1    1      1      1
37848    -14    -22    -1    1      1      1
37849    -13    -22    -1    1      1      1
37850    -12    -22    -1    1      1      1
37851    -11    -22    -1    1      1      1
37852    -10    -22    -1    1      1      1
37853    -9    -22    -1    1      1      1
37854    -8    -22    -1    1      1      1
37855    -7    -22    -1    1      1      1
37856    -6    -22    -1    1      1      1
37857    -5    -22    -1    1      1      1
37858    -4    -22    -1    1      1      1
37859    -3    -22    -1    1      1      1
37860    -2    -22    -1    1      1      1
37861    -1    -22    -1    1      1      1
37862    0    -22    -1    1      1      1
37863    1    -22    -1    1      1      1
37864    2    -22    -1    1      1      1
37865    3    -22    -1    1      1      1
37866    4    -22    -1    1      1      1
37867    5    -22    -1    1      1      1
37868    6    -22    -1    1      1      1
37869    7    -22    -1    1      1      1
37870    8    -22    -1    1      1      1
37871    9    -22    -1    1      1      1
37872    10    -22    -1    1      1      1
37873    11    -22    -1    1      1      1
37874    12    -22    -1    1      1      1
37875    13    -22    -1    1      1      1
37876    14    -22    -1    1      1      1
37877    15    -22    -1    1      1      1
37878    16    -22    -1    1      1      1
37879    17    -22    -1    1      1      1
37880    -18    -21    -1    1      1      1
37881    -17    -21    -1    1      1      1
37882    -16    -21    -1    1      1      1
37883    -15    -21    -1    1      1      1
37884    -14    -21    -1    1      1      1
37885    -13    -21    -1    1      1      1
37886    -12    -21    -1    1      1      1
37887    -11    -21    -1    1      1      1
37888    -10    -21    -1    1      1      1
37889    -9    -21    -1    1      1      1
37890    -8    -21    -1    1      1      1
37891    -7    -21    -1    1      1      1
37892    -6    -21    -1    1      1      1
37893    -5    -21    -1    1      1      1
37894    -4    -21    -1    1      1      1
37895    -3    -21    -1    1      1      1
37896    -2    -21    -1    1      1      1
37897    -1    -21    -1    1      1      1
37898    0    -21    -1    1      1      1
37899    1    -21    -1    1      1      1
37900    2    -21    -1    1      1      1
37901    3    -21    -1    1      1      1
37902    4    -21    -1    1      1      1
37903    5    -21    -1    1      1      1
37904    6    -21    -1    1      1      1
37905    7    -21    -1    1      1      1
37906    8    -21    -1    1      1      1
37907    9    -21    -1    1      1      1
37908    10    -21    -1    1      1      1
37909    11    -21    -1    1      1      1
37910    12    -21    -1    1      1      1
37911    13    -21    -1    1      1      1
37912    14    -21    -1    1      1      1
37913    15    -21    -1    1      1      1
37914    16    -21    -1    1      1      1
37915    17    -21    -1    1      1      1
37916    18    -21    -1    1      1      1
37917    -18    -20    -1    1      1      1
37918    -17    -20    -1    1      1      1
37919    -16    -20    -1    1      1      1
37920    -15    -20    -1    1      1      1
37921    -14    -20    -1    1      1      1
37922    -13    -20    -1    1      1      1
37923    -12    -20    -1    1      1      1
37924    -11    -20    -1    1      1      1
37925    -10    -20    -1    1      1      1
37926    -9    -20    -1    1      1      1
37927    -8    -20    -1    1      1      1
37928    -7    -20    -1    1      1      1
37929    -6    -20    -1    1      1      1
37930    -5    -20    -1    1      1      1
37931    -4    -20    -1    1      1      1
37932    -3    -20    -1    1      1      1
37933    -2    -20    -1    1      1      1
37934    -1    -20    -1    1      1      1
37935    0    -20    -1    1      1      1
37936    1    -20    -1    1      1      1
37937    2    -20    -1    1      1      1
37938    3    -20    -1    1      1      1
37939    4    -20    -1    1      1      1
37940    5    -20    -1    1      1      1
37941    6    -20    -1    1      1      1
37942    7    -20    -1    1      1      1
37943    8    -20    -1    1      1      1
37944    9    -20    -1    1      1      1
37945    10    -20    -1    1      1      1
37946    11    -20    -1    1      1      1
37947    12    -20    -1    1      1      1
37948    13    -20    -1    1      1      1
37949    14    -20    -1    1      1      1
37950    15    -20    -1    1      1      1
37951    16    -20    -1    1      1      1
37952    17    -20    -1    1      1      1
37953    18    -20    -1    1      1      1
37954    -18    -19    -1    1      1      1
37955    -17    -19    -1    1      1      1
37956    -16    -19    -1    1      1      1
37957    -15    -19    -1    1      1      1
37958    -14    -19    -1    1      1      1
37959    -13    -19    -1    1      1      1
37960    -12    -19    -1    1      1      1
37961    -11    -19    -1    1      1      1
37962    -10    -19    -1    1      1      1
37963    -9    -19    -1    1      1      1
37964    -8    -19    -1    1      1      1
37965    -7    -19    -1    1      1      1
37966    -6    -19    -1    1      1      1
37967    -5    -19    -1    1      1      1
37968    -4    -19    -1    1      1      1
37969    -3    -19    -1    1      1      1
37970    -2    -19    -1    1      1      1
37971    -1    -19    -1    1      1      1
37972    0    -19    -1    1      1      1
37973    1    -19    -1    1      1      1
37974    2    -19    -1    1      1      1
37975    3    -19    -1    1      1      1
37976    4    -19    -1    1      1      1
37977    5    -19    -1    1      1      1
37978    6    -19    -1    1      1      1
37979    7    -19    -1    1      1      1
37980    8    -19    -1    1      1      1
37981    9    -19    -1    1      1      1
37982    10    -19    -1    1      1      1
37983    11    -19    -1    1      1      1
37984    12    -19    -1    1      1      1
37985    13    -19    -1    1      1      1
37986    14    -19    -1    1      1      1
37987    15    -19    -1    1      1      1
37988    16    -19    -1    1      1      1
37989    17    -19    -1    1      1      1
37990    18    -19    -1    1      1      1
37991    -18    -18    -1    1      1      1
37992    -17    -18    -1    1      1      1
37993    -16    -18    -1    1      1      1
37994    -15    -18    -1    1      1      1
37995    -14    -18    -1    1      1      1
37996    -13    -18    -1    1      1      1
37997    -12    -18    -1    1      1      1
37998    -11    -18    -1    1      1      1
37999    -10    -18    -1    1      1      1
38000    -9    -18    -1    1      1      1
38001    -8    -18    -1    1      1      1
38002    -7    -18    -1    1      1      1
38003    -6    -18    -1    1      1      1
38004    -5    -18    -1    1      1      1
38005    -4    -18    -1    1      1      1
38006    -3    -18    -1    1      1      1
38007    -2    -18    -1    1      1      1
38008    -1    -18    -1    1      1      1
38009    0    -18    -1    1      1      1
38010    1    -18    -1    1      1      1
38011    2    -18    -1    1      1      1
38012    3    -18    -1    1      1      1
38013    4    -18    -1    1      1      1
38014    5    -18    -1    1      1      1
38015    6    -18    -1    1      1      1
38016    7    -18    -1    1      1      1
38017    8    -18    -1    1      1      1
38018    9    -18    -1    1      1      1
38019    10    -18    -1    1      1      1
38020    11    -18    -1    1      1      1
38021    12    -18    -1    1      1      1
38022    13    -18    -1    1      1      1
38023    14    -18    -1    1      1      1
38024    15    -18    -1    1      1      1
38025    16    -18    -1    1      1      1
38026    17    -18    -1    1      1      1
38027    18    -18    -1    1      1      1
38028    -18    -17    -1    1      1      1
38029    -17    -17    -1    1      1      1
38030    -16    -17    -1    1      1      1
38031    -15    -17    -1    1      1      1
38032    -14    -17    -1    1      1      1
38033    -13    -17    -1    1      1      1
38034    -12    -17    -1    1      1      1
38035    -11    -17    -1    1      1      1
38036    -10    -17    -1    1      1      1
38037    -9    -17    -1    1      1      1
38038    -8    -17    -1    1      1      1
38039    -7    -17    -1    1      1      1
38040    -6    -17    -1    1      1      1
38041    -5    -17    -1    1      1      1
38042    -4    -17    -1    1      1      1
38043    -3    -17    -1    1      1      1
38044    -2    -17    -1    1      1      1
38045    -1    -17    -1    1      1      1
38046    0    -17    -1    1      1      1
38047    1    -17    -1    1      1      1
38048    2    -17    -1    1      1      1
38049    3    -17    -1    1      1      1
38050    4    -17    -1    1      1      1
38051    5    -17    -1    1      1      1
38052    6    -17    -1    1      1      1
38053    7    -17    -1    1      1      1
38054    8    -17    -1    1      1      1
38055    9    -17    -1    1      1      1
38056    10    -17    -1    1      1      1
38057    11    -17    -1    1      1      1
38058    12    -17    -1    1      1      1
38059    13    -17    -1    1      1      1
38060    14    -17    -1    1      1      1
38061    15    -17    -1    1      1      1
38062    16    -17    -1    1      1      1
38063    17    -17    -1    1      1      1
38064    18    -17    -1    1      1      1
38065    -18    -16    -1    1      1      1
38066    -17    -16    -1    1      1      1
38067    -16    -16    -1    1      1      1
38068    -15    -16    -1    1      1      1
38069    -14    -16    -1    1      1      1
38070    -13    -16    -1    1      1      1
38071    -12    -16    -1    1      1      1
38072    -11    -16    -1    1      1      1
38073    -10    -16    -1    1      1      1
38074    -9    -16    -1    1      1      1
38075    -8    -16    -1    1      1      1
38076    -7    -16    -1    1      1      1
38077    -6    -16    -1    1      1      1
38078    -5    -16    -1    1      1      1
38079    -4    -16    -1    1      1      1
38080    -3    -16    -1    1      1      1
38081    -2    -16    -1    1      1      1
38082    -1    -16    -1    1      1      1
38083    0    -16    -1    1      1      1
38084    1    -16    -1    1      1      1
38085    2    -16    -1    1      1      1
38086    3    -16    -1    1      1      1
38087    4    -16    -1    1      1      1
38088    5    -16    -1    1      1      1
38089    6    -16    -1    1      1      1
38090    7    -16    -1    1      1      1
38091    8    -16    -1    1      1      1
38092    9    -16    -1    1      1      1
38093    10    -16    -1    1      1      1
38094    11    -16    -1    1      1      1
38095    12    -16    -1    1      1      1
38096    13    -16    -1    1      1      1
38097    14    -16    -1    1      1      1
38098    15    -16    -1    1      1      1
38099    16    -16    -1    1      1      1
38100    17    -16    -1    1      1      1
38101    18    -16    -1    1      1      1
38102    -19    -15    -1    1      1      1
38103    -18    -15    -1    1      1      1
38104    -17    -15    -1    1      1      1
38105    -16    -15    -1    1      1      1
38106    -15    -15    -1    1      1      1
38107    -14    -15    -1    1      1      1
38108    -13    -15    -1    1      1      1
38109    -12    -15    -1    1      1      1
38110    -11    -15    -1    1      1      1
38111    -10    -15    -1    1      1      1
38112    -9    -15    -1    1      1      1
38113    -8    -15    -1    1      1      1
38114    -7    -15    -1    1      1      1
38115    -6    -15    -1    1      1      1
38116    -5    -15    -1    1      1      1
38117    -4    -15    -1    1      1      1
38118    -3    -15    -1    1      1      1
38119    -2    -15    -1    1      1      1
38120    -1    -15    -1    1      1      1
38121    0    -15    -1    1      1      1
38122    1    -15    -1    1      1      1
38123    2    -15    -1    1      1      1
38124    3    -15    -1    1      1      1
38125    4    -15    -1    1      1      1
38126    5    -15    -1    1      1      1
38127    6    -15    -1    1      1      1
38128    7    -15    -1    1      1      1
38129    8    -15    -1    1      1      1
38130    9    -15    -1    1      1      1
38131    10    -15    -1    1      1      1
38132    11    -15    -1    1      1      1
38133    12    -15    -1    1      1      1
38134    13    -15    -1    1      1      1
38135    14    -15    -1    1      1      1
38136    15    -15    -1    1      1      1
38137    16    -15    -1    1      1      1
38138    17    -15    -1    1      1      1
38139    18    -15    -1    1      1      1
38140    19    -15    -1    1      1      1
38141    -19    -14    -1    1      1      1
38142    -18    -14    -1    1      1      1
38143    -17    -14    -1    1      1      1
38144    -16    -14    -1    1      1      1
38145    -15    -14    -1    1      1      1
38146    -14    -14    -1    1      1      1
38147    -13    -14    -1    1      1      1
38148    -12    -14    -1    1      1      1
38149    -11    -14    -1    1      1      1
38150    -10    -14    -1    1      1      1
38151    -9    -14    -1    1      1      1
38152    -8    -14    -1    1      1      1
38153    -7    -14    -1    1      1      1
38154    -6    -14    -1    1      1      1
38155    -5    -14    -1    1      1      1
38156    -4    -14    -1    1      1      1
38157    -3    -14    -1    1      1      1
38158    -2    -14    -1    1      1      1
38159    -1    -14    -1    1      1      1
38160    0    -14    -1    1      1      1
38161    1    -14    -1    1      1      1
38162    2    -14    -1    1      1      1
38163    3    -14    -1    1      1      1
38164    4    -14    -1    1      1      1
38165    5    -14    -1    1      1      1
38166    6    -14    -1    1      1      1
38167    7    -14    -1    1      1      1
38168    8    -14    -1    1      1      1
38169    9    -14    -1    1      1      1
38170    10    -14    -1    1      1      1
38171    11    -14    -1    1      1      1
38172    12    -14    -1    1      1      1
38173    13    -14    -1    1      1      1
38174    14    -14    -1    1      1      1
38175    15    -14    -1    1      1      1
38176    16    -14    -1    1      1      1
38177    17    -14    -1    1      1      1
38178    18    -14    -1    1      1      1
38179    19    -14    -1    1      1      1
38180    -19    -13    -1    1      1      1
38181    -18    -13    -1    1      1      1
38182    -17    -13    -1    1      1      1
38183    -16    -13    -1    1      1      1
38184    -15    -13    -1    1      1      1
38185    -14    -13    -1    1      1      1
38186    -13    -13    -1    1      1      1
38187    -12    -13    -1    1      1      1
38188    -11    -13    -1    1      1      1
38189    -10    -13    -1    1      1      1
38190    -9    -13    -1    1      1      1
38191    -8    -13    -1    1      1      1
38192    -7    -13    -1    1      1      1
38193    -6    -13    -1    1      1      1
38194    -5    -13    -1    1      1      1
38195    -4    -13    -1    1      1      1
38196    -3    -13    -1    1      1      1
38197    -2    -13    -1    1      1      1
38198    -1    -13    -1    1      1      1
38199    0    -13    -1    1      1      1
